1670796092.9755213	[[348, 330, 31, 31], [388, 330, 25, 25]]
1670796093.0117192	[[348, 332, 25, 25], [389, 332, 21, 21]]
1670796093.0374126	[[346, 331, 25, 25], [387, 329, 22, 22], [125, 110, 22, 22]]
1670796093.0734484	[[344, 328, 29, 29], [386, 330, 22, 22], [377, 319, 37, 37]]
1670796093.1312692	[[344, 327, 29, 29], [379, 322, 32, 32]]
1670796093.156246	[[343, 328, 27, 27], [385, 328, 23, 23], [359, 307, 58, 58]]
1670796093.2077408	[[382, 326, 25, 25], [343, 327, 29, 29]]
1670796093.2475088	[[376, 321, 33, 33], [343, 327, 26, 26], [125, 110, 22, 22]]
1670796093.2920036	[[340, 325, 29, 29], [381, 325, 26, 26], [358, 306, 57, 57]]
1670796093.3159196	[[340, 325, 26, 26], [383, 324, 24, 24]]
1670796093.3669996	[[339, 324, 27, 27], [381, 323, 25, 25]]
1670796093.4065382	[[339, 323, 27, 27], [377, 320, 29, 29]]
1670796093.4318154	[[339, 325, 23, 23], [378, 320, 26, 26], [333, 312, 40, 40]]
1670796093.4800806	[[336, 319, 29, 29], [377, 319, 26, 26]]
1670796093.5320315	[[335, 320, 27, 27], [378, 317, 27, 27]]
1670796093.553674	[[332, 317, 28, 28], [375, 316, 27, 27]]
1670796093.6048186	[[373, 313, 28, 28], [333, 318, 23, 23]]
1670796093.632048	[[373, 313, 26, 26], [332, 315, 26, 26]]
1670796093.6813495	[[372, 310, 29, 29], [330, 312, 28, 28]]
1670796093.7055871	[[372, 309, 27, 27], [329, 310, 28, 28]]
1670796093.7332518	[[371, 306, 28, 28], [329, 310, 26, 26]]
1670796093.7671747	[[372, 307, 26, 26], [329, 310, 25, 25]]
1670796093.801154	[[371, 305, 27, 27], [329, 309, 24, 24]]
1670796093.8331764	[[373, 305, 27, 27], [329, 306, 27, 27]]
1670796093.8668153	[[369, 301, 31, 31], [329, 307, 26, 26]]
1670796093.9165304	[[371, 302, 29, 29], [329, 306, 26, 26]]
1670796093.9659562	[[370, 300, 31, 31], [330, 306, 25, 25]]
1670796093.990473	[[332, 307, 23, 23], [377, 305, 24, 24], [366, 293, 41, 41], [323, 292, 45, 45]]
1670796094.01654	[[372, 300, 31, 31], [330, 303, 29, 29]]
1670796094.0514953	[[375, 302, 28, 28], [329, 303, 29, 29]]
1670796094.1019297	[[377, 304, 27, 27], [337, 309, 22, 22]]
1670796094.1167214	[[334, 307, 31, 31]]
1670796094.1516647	[]
1670796094.1842768	[[332, 289, 48, 48]]
1670796094.21673	[[379, 292, 45, 45], [331, 286, 53, 53]]
1670796094.267647	[[345, 307, 24, 24], [386, 302, 36, 36], [334, 286, 50, 50]]
1670796094.3051114	[[342, 304, 27, 27], [386, 299, 37, 37]]
1670796094.332588	[[345, 302, 30, 30], [394, 305, 31, 31]]
1670796094.381816	[[346, 300, 32, 32], [392, 300, 35, 35]]
1670796094.4325542	[[348, 298, 33, 33], [397, 303, 31, 31]]
1670796094.4808588	[[353, 297, 33, 33], [397, 298, 38, 38]]
1670796094.516974	[[355, 299, 30, 30], [399, 298, 39, 39]]
1670796094.56641	[[356, 297, 34, 34], [400, 297, 42, 42]]
1670796094.6071694	[[359, 298, 35, 35], [405, 301, 40, 40], [127, 109, 22, 22]]
1670796094.6822135	[[362, 299, 37, 37], [409, 303, 38, 38]]
1670796094.717103	[[368, 303, 28, 28], [412, 301, 41, 41], [357, 285, 57, 57]]
1670796094.766379	[[367, 294, 43, 43], [415, 299, 43, 43]]
1670796094.8052866	[[370, 292, 41, 41], [418, 294, 45, 45]]
1670796094.8821747	[[375, 287, 42, 42], [387, 400, 37, 37], [423, 290, 47, 47]]
1670796094.9172952	[[380, 270, 50, 50], [428, 275, 54, 54]]
1670796094.967122	[[433, 264, 55, 55], [384, 258, 56, 56]]
1670796094.999107	[[400, 242, 52, 52], [445, 245, 58, 58]]
1670796095.0332382	[[428, 400, 27, 27], [405, 231, 52, 52], [448, 234, 60, 60]]
1670796095.067035	[[413, 225, 47, 47], [456, 228, 54, 54]]
1670796095.0974329	[[415, 214, 53, 53], [465, 223, 51, 51]]
1670796095.1332924	[[422, 209, 53, 53], [476, 218, 47, 47]]
1670796095.1593962	[[428, 206, 48, 48], [482, 211, 52, 52]]
1670796095.2076674	[[490, 208, 52, 52], [434, 198, 55, 55]]
1670796095.233219	[[439, 202, 49, 49], [494, 205, 54, 54]]
1670796095.2826183	[[441, 197, 57, 57], [499, 208, 53, 53]]
1670796095.3177056	[[448, 208, 44, 44], [501, 212, 51, 51]]
1670796095.3669243	[[449, 211, 47, 47], [502, 218, 49, 49]]
1670796095.4176536	[[444, 219, 52, 52], [497, 227, 52, 52], [419, 406, 44, 44], [554, 126, 22, 22]]
1670796095.4515772	[[432, 232, 52, 52], [481, 237, 56, 56]]
1670796095.4842076	[[417, 236, 60, 60], [473, 244, 56, 56], [424, 251, 33, 33], [438, 248, 40, 40]]
1670796095.5178175	[[417, 248, 48, 48], [468, 254, 50, 50]]
1670796095.5627325	[[412, 255, 42, 42], [460, 255, 50, 50]]
1670796095.5988855	[[398, 243, 56, 56], [410, 257, 30, 30], [455, 255, 47, 47]]
1670796095.650072	[[400, 244, 42, 42], [447, 249, 44, 44]]
1670796095.6746647	[[395, 239, 40, 40], [437, 240, 47, 47]]
1670796095.7039928	[[388, 235, 36, 36], [433, 236, 42, 42], [553, 126, 22, 22]]
1670796095.7674286	[[385, 233, 34, 34], [430, 236, 37, 37]]
1670796095.7935634	[[374, 233, 31, 31], [420, 236, 33, 33]]
1670796095.833729	[[371, 229, 32, 32], [415, 235, 33, 33]]
1670796095.883005	[[366, 228, 31, 31], [410, 233, 32, 32], [127, 109, 21, 21]]
1670796095.9337952	[[355, 225, 29, 29], [398, 230, 29, 29], [125, 106, 24, 24]]
1670796095.9831357	[[351, 224, 27, 27], [393, 229, 28, 28]]
1670796096.0180933	[[344, 222, 28, 28], [387, 229, 26, 26]]
1670796096.0485778	[[339, 222, 27, 27], [383, 230, 24, 24]]
1670796096.0978558	[[333, 219, 30, 30], [377, 228, 25, 25]]
1670796096.133755	[[325, 219, 29, 29], [368, 227, 26, 26]]
1670796096.1829627	[[322, 219, 28, 28], [364, 227, 25, 25]]
1670796096.2181807	[[316, 222, 27, 27], [358, 228, 24, 24]]
1670796096.269298	[[313, 221, 28, 28], [354, 228, 24, 24]]
1670796096.2948523	[[311, 223, 28, 28], [352, 229, 23, 23]]
1670796096.3493056	[[310, 223, 25, 25], [350, 228, 24, 24]]
1670796096.3682969	[[307, 221, 28, 28], [347, 227, 24, 24]]
1670796096.418049	[[304, 221, 29, 29], [346, 226, 24, 24]]
1670796096.4401767	[[303, 222, 26, 26], [345, 226, 24, 24], [306, 293, 48, 48]]
1670796096.4738147	[[302, 222, 27, 27], [345, 226, 24, 24], [128, 109, 22, 22]]
1670796096.5067165	[[304, 222, 27, 27], [346, 226, 24, 24]]
1670796096.567667	[[347, 226, 24, 24], [304, 220, 30, 30]]
1670796096.593986	[[309, 224, 27, 27], [350, 226, 25, 25]]
1670796096.63411	[[311, 224, 30, 30], [354, 228, 25, 25]]
1670796096.6559885	[[314, 226, 30, 30], [358, 229, 26, 26]]
1670796096.6896799	[[319, 227, 29, 29], [363, 232, 25, 25]]
1670796096.7186642	[[365, 233, 28, 28], [320, 226, 34, 34], [126, 109, 22, 22]]
1670796096.7679372	[[371, 236, 26, 26], [326, 231, 30, 30]]
1670796096.7973537	[[332, 233, 29, 29], [377, 240, 26, 26]]
1670796096.8353162	[[339, 239, 32, 32], [386, 245, 26, 26]]
1670796096.8846638	[[339, 239, 32, 32], [386, 245, 26, 26]]
1670796096.9343154	[[343, 242, 31, 31], [391, 249, 27, 27]]
1670796096.9531105	[[348, 246, 28, 28], [393, 251, 25, 25]]
1670796096.986823	[[348, 247, 31, 31], [397, 252, 28, 28]]
1670796097.0188298	[[376, 234, 56, 56], [352, 252, 27, 27], [400, 255, 27, 27]]
1670796097.0523858	[[352, 251, 31, 31], [402, 256, 26, 26]]
1670796097.0814576	[[398, 253, 32, 32], [354, 254, 29, 29]]
1670796097.118843	[[401, 257, 30, 30], [351, 252, 34, 34]]
1670796097.1611123	[[397, 254, 35, 35], [353, 255, 30, 30]]
1670796097.1980112	[[347, 252, 34, 34], [395, 255, 34, 34]]
1670796097.2345903	[[345, 252, 32, 32], [390, 250, 36, 36]]
1670796097.2696848	[[345, 253, 28, 28], [390, 253, 31, 31]]
1670796097.3189976	[[345, 253, 28, 28], [390, 253, 31, 31]]
1670796097.355526	[[383, 249, 33, 33], [339, 251, 29, 29]]
1670796097.3768163	[[380, 249, 32, 32], [336, 252, 27, 27]]
1670796097.4194276	[[376, 247, 35, 35], [335, 253, 27, 27]]
1670796097.45671	[[330, 250, 30, 30], [375, 248, 32, 32]]
1670796097.506775	[[327, 248, 31, 31], [374, 250, 31, 31]]
1670796097.5352676	[[370, 247, 35, 35], [322, 250, 30, 30]]
1670796097.5849771	[[367, 250, 31, 31], [320, 252, 28, 28]]
1670796097.61951	[[319, 250, 32, 32], [364, 250, 31, 31]]
1670796097.6626577	[[312, 252, 32, 32], [355, 249, 34, 34], [124, 109, 21, 21]]
1670796097.6990328	[[310, 253, 31, 31], [357, 252, 31, 31]]
1670796097.7197342	[[307, 254, 30, 30], [352, 250, 35, 35]]
1670796097.7751412	[[353, 252, 32, 32], [307, 256, 28, 28]]
1670796097.8091426	[[352, 253, 31, 31], [305, 256, 30, 30]]
1670796097.848143	[[349, 252, 36, 36], [305, 256, 31, 31]]
1670796097.8921428	[[348, 253, 35, 35], [304, 258, 29, 29], [129, 110, 21, 21]]
1670796097.9211957	[[347, 252, 36, 36], [304, 260, 28, 28]]
1670796097.9387138	[[304, 260, 29, 29], [350, 255, 32, 32]]
1670796097.9694917	[[349, 254, 35, 35], [306, 260, 28, 28]]
1670796097.999496	[[351, 255, 34, 34], [305, 259, 30, 30]]
1670796098.0359411	[[352, 256, 34, 34], [307, 262, 30, 30]]
1670796098.1007836	[[352, 257, 35, 35], [307, 262, 31, 31]]
1670796098.1378088	[[351, 256, 38, 38], [307, 263, 29, 29]]
1670796098.1870723	[[355, 257, 36, 36], [309, 262, 30, 30]]
1670796098.2200906	[[355, 257, 37, 37], [311, 261, 33, 33]]
1670796098.2720635	[[356, 258, 35, 35], [311, 262, 31, 31]]
1670796098.3005595	[[354, 252, 41, 41], [363, 267, 25, 25], [313, 268, 26, 26], [308, 253, 41, 41]]
1670796098.335686	[[308, 251, 44, 44], [349, 250, 44, 44]]
1670796098.3694317	[[341, 242, 58, 58], [309, 252, 47, 47]]
1670796098.4025464	[[307, 250, 46, 46], [353, 250, 44, 44]]
1670796098.4535072	[[341, 244, 54, 54], [310, 261, 35, 35], [364, 266, 26, 26]]
1670796098.478804	[[312, 263, 32, 32], [364, 265, 27, 27], [341, 241, 56, 56]]
1670796098.5090644	[[364, 266, 26, 26], [313, 264, 30, 30]]
1670796098.5695221	[[313, 264, 29, 29], [357, 258, 36, 36]]
1670796098.5953448	[[357, 257, 36, 36], [313, 263, 29, 29]]
1670796098.6359105	[[314, 263, 29, 29], [356, 257, 35, 35]]
1670796098.6550913	[[307, 253, 43, 43], [360, 260, 30, 30], [315, 265, 24, 24]]
1670796098.6913035	[[309, 258, 36, 36], [359, 260, 31, 31]]
1670796098.752572	[[358, 257, 33, 33], [312, 261, 30, 30]]
1670796098.7756975	[[361, 261, 27, 27], [312, 261, 31, 31]]
1670796098.8517838	[[363, 263, 25, 25], [312, 263, 29, 29], [350, 250, 43, 43]]
1670796098.8730073	[[357, 256, 35, 35], [312, 262, 30, 30]]
1670796098.9207654	[[359, 259, 31, 31], [312, 262, 30, 30]]
1670796098.9700427	[[358, 258, 32, 32], [311, 261, 31, 31]]
1670796099.021016	[[359, 259, 31, 31], [310, 260, 31, 31], [125, 108, 22, 22]]
1670796099.045942	[[355, 255, 36, 36], [311, 260, 31, 31]]
1670796099.0820024	[[359, 259, 31, 31], [310, 261, 31, 31]]
1670796099.1211436	[[358, 259, 31, 31], [309, 260, 32, 32]]
1670796099.1704886	[[357, 258, 32, 32], [310, 260, 32, 32]]
1670796099.1907177	[[360, 260, 29, 29], [309, 262, 30, 30], [125, 109, 21, 21]]
1670796099.2368503	[[358, 259, 31, 31], [310, 260, 32, 32]]
1670796099.287804	[[356, 257, 33, 33], [308, 259, 34, 34]]
1670796099.336782	[[311, 260, 32, 32], [340, 236, 63, 63], [359, 259, 31, 31], [125, 108, 22, 22]]
1670796099.3599179	[[360, 260, 30, 30], [310, 262, 31, 31]]
1670796099.3946962	[[360, 259, 31, 31], [310, 260, 32, 32]]
1670796099.4392617	[[360, 259, 29, 29], [311, 261, 31, 31]]
1670796099.4885423	[[360, 259, 29, 29], [311, 261, 31, 31]]
1670796099.5372176	[[361, 261, 28, 28], [311, 262, 29, 29]]
1670796099.5613823	[[310, 260, 32, 32], [359, 257, 33, 33], [127, 108, 21, 21]]
1670796099.5902698	[[359, 258, 32, 32], [311, 261, 31, 31]]
1670796099.6568089	[[361, 260, 29, 29], [312, 263, 30, 30]]
1670796099.7014427	[[359, 258, 35, 35], [311, 261, 32, 32]]
1670796099.7371805	[[358, 258, 33, 33], [311, 259, 34, 34]]
1670796099.7557285	[[312, 262, 30, 30], [359, 259, 32, 32]]
1670796099.7871857	[[360, 260, 29, 29], [312, 261, 31, 31]]
1670796099.8217995	[[362, 261, 28, 28], [310, 259, 33, 33]]
1670796099.846445	[[359, 259, 32, 32], [313, 264, 28, 28]]
1670796099.8790114	[[359, 259, 31, 31], [313, 266, 26, 26], [308, 252, 43, 43]]
1670796099.9080276	[[358, 258, 34, 34], [311, 262, 30, 30]]
1670796099.9732366	[[356, 256, 36, 36], [312, 262, 30, 30], [127, 108, 22, 22]]
1670796100.0023866	[[358, 257, 34, 34], [311, 260, 32, 32], [126, 108, 22, 22]]
1670796100.0378113	[[359, 258, 33, 33], [311, 261, 32, 32]]
1670796100.0726318	[[358, 258, 34, 34], [312, 262, 31, 31]]
1670796100.103859	[[357, 256, 35, 35], [310, 262, 30, 30]]
1670796100.1380932	[[356, 256, 35, 35], [310, 260, 32, 32]]
1670796100.2030313	[[359, 258, 33, 33], [311, 260, 32, 32]]
1670796100.238178	[[311, 260, 33, 33], [359, 259, 31, 31]]
1670796100.2875102	[[359, 259, 31, 31], [309, 260, 33, 33]]
1670796100.3226922	[[312, 261, 31, 31], [356, 256, 36, 36]]
1670796100.3584182	[[311, 261, 31, 31], [359, 260, 31, 31]]
1670796100.4015753	[[356, 257, 35, 35], [312, 263, 28, 28], [126, 110, 21, 21]]
1670796100.4395773	[[309, 259, 33, 33], [356, 257, 34, 34]]
1670796100.4685729	[[358, 257, 33, 33], [311, 261, 31, 31]]
