1670855540.2813447	[[366, 281, 39, 39], [313, 291, 35, 35]]
1670855540.33407	[[311, 288, 36, 36], [363, 276, 42, 42]]
1670855540.3779118	[[318, 298, 26, 26]]
1670855540.4146137	[[309, 281, 42, 42], [356, 271, 47, 47]]
1670855540.449552	[[310, 279, 45, 45]]
1670855540.4946985	[[269, 9, 29, 29], [310, 276, 47, 47]]
1670855540.5408018	[[364, 276, 40, 40]]
1670855540.6110413	[[372, 284, 31, 31]]
1670855540.6412365	[[312, 289, 34, 34], [367, 280, 37, 37]]
1670855540.6722732	[[366, 280, 37, 37]]
1670855540.7163157	[[370, 281, 34, 34]]
1670855540.7597604	[[393, 11, 25, 25], [368, 282, 34, 34], [308, 278, 46, 46]]
1670855540.7950811	[[368, 281, 36, 36], [308, 280, 47, 47]]
1670855540.8549285	[[393, 11, 24, 24], [371, 283, 32, 32], [316, 295, 29, 29], [309, 282, 46, 46]]
1670855540.8873641	[[373, 285, 30, 30], [269, 9, 29, 29], [308, 282, 43, 43]]
1670855540.9232078	[[367, 281, 37, 37], [310, 283, 42, 42], [348, 267, 56, 56]]
1670855540.9863865	[[311, 287, 37, 37], [365, 280, 39, 39]]
1670855541.0191176	[[394, 13, 22, 22], [314, 296, 26, 26], [367, 283, 34, 34]]
1670855541.078213	[[310, 290, 34, 34], [360, 279, 42, 42]]
1670855541.1122963	[[373, 288, 25, 25], [308, 292, 33, 33]]
1670855541.1428878	[[312, 297, 26, 26], [310, 284, 40, 40], [363, 281, 37, 37]]
1670855541.1970234	[[393, 11, 24, 24], [308, 291, 34, 34], [360, 282, 38, 38]]
1670855541.249707	[[269, 8, 30, 30], [311, 296, 27, 27], [360, 281, 38, 38]]
1670855541.293486	[[311, 294, 29, 29], [361, 281, 37, 37]]
1670855541.3248284	[[362, 278, 39, 39], [304, 277, 48, 48]]
1670855541.355738	[[309, 290, 34, 34], [358, 277, 42, 42]]
1670855541.388577	[[271, 11, 25, 25], [364, 281, 36, 36], [306, 286, 41, 41]]
1670855541.4299808	[[362, 279, 38, 38], [308, 283, 43, 43]]
1670855541.4651954	[[366, 283, 33, 33], [309, 286, 40, 40]]
1670855541.5026317	[[370, 286, 29, 29], [311, 288, 36, 36]]
1670855541.5341194	[[362, 276, 41, 41], [306, 281, 45, 45]]
1670855541.5663471	[[311, 288, 36, 36]]
1670855541.5968268	[[313, 290, 33, 33], [365, 280, 38, 38]]
1670855541.6450195	[[367, 280, 37, 37], [306, 279, 45, 45]]
1670855541.696032	[[315, 295, 27, 27], [366, 280, 38, 38], [310, 283, 41, 41]]
1670855541.727052	[[316, 294, 27, 27], [367, 280, 38, 38], [359, 258, 69, 69]]
1670855541.7611327	[[366, 280, 37, 37]]
1670855541.7957332	[[306, 277, 46, 46]]
1670855541.83268	[[363, 279, 39, 39], [310, 280, 43, 43]]
1670855541.8949306	[[314, 290, 32, 32], [369, 281, 35, 35], [357, 272, 50, 50]]
1670855541.9427562	[[371, 282, 35, 35], [308, 277, 48, 48]]
1670855541.9762704	[[371, 284, 31, 31], [307, 279, 44, 44]]
1670855542.009394	[[55, 295, 22, 22], [318, 294, 26, 26], [371, 282, 33, 33], [311, 286, 37, 37]]
1670855542.0422132	[[74, 294, 24, 24], [368, 280, 37, 37], [309, 275, 49, 49]]
1670855542.0726998	[[98, 297, 24, 24], [269, 8, 31, 31], [310, 283, 41, 41], [367, 280, 36, 36]]
1670855542.0940907	[[369, 283, 33, 33], [138, 303, 20, 20], [309, 279, 45, 45], [118, 290, 41, 41], [77, 167, 88, 88], [355, 260, 66, 66]]
1670855542.1269875	[[369, 282, 34, 34], [312, 286, 36, 36]]
1670855542.185367	[[314, 288, 33, 33], [365, 279, 39, 39]]
1670855542.2192428	[[315, 293, 28, 28], [369, 283, 34, 34]]
1670855542.252198	[[312, 292, 30, 30], [369, 282, 33, 33]]
1670855542.283453	[[366, 280, 36, 36], [306, 277, 45, 45]]
1670855542.3141942	[[370, 283, 30, 30], [313, 288, 32, 32]]
1670855542.347185	[[365, 277, 37, 37], [270, 8, 28, 28], [393, 11, 25, 25], [316, 294, 26, 26], [306, 278, 46, 46]]
1670855542.3791766	[[311, 288, 34, 34], [363, 278, 39, 39]]
1670855542.4104218	[[368, 282, 32, 32], [310, 286, 35, 35]]
1670855542.4468808	[[311, 287, 34, 34]]
1670855542.4754913	[[367, 280, 33, 33], [313, 292, 27, 27], [306, 279, 45, 45]]
1670855542.5229967	[[314, 292, 26, 26], [361, 278, 40, 40]]
1670855542.576253	[[361, 276, 38, 38]]
1670855542.6093016	[[308, 284, 36, 36], [359, 275, 41, 41]]
1670855542.6458614	[[309, 290, 30, 30], [358, 275, 42, 42]]
1670855542.6812649	[[360, 275, 38, 38], [309, 290, 28, 28], [302, 269, 55, 55]]
1670855542.7141492	[[306, 285, 35, 35], [363, 280, 32, 32]]
1670855542.7873209	[[362, 276, 35, 35], [306, 280, 40, 40]]
1670855542.837267	[[310, 289, 30, 30], [362, 277, 34, 34], [346, 250, 78, 78]]
1670855542.8870842	[[361, 277, 35, 35], [302, 275, 46, 46]]
1670855542.9384818	[[309, 292, 26, 26], [357, 274, 39, 39], [306, 283, 40, 40]]
1670855542.9883788	[[306, 283, 36, 36], [360, 276, 36, 36]]
1670855543.035844	[[306, 283, 36, 36], [358, 274, 39, 39]]
1670855543.0712197	[[307, 285, 32, 32], [362, 276, 33, 33]]
1670855543.107915	[[307, 283, 34, 34], [269, 8, 32, 32], [361, 276, 33, 33], [337, 260, 58, 58]]
1670855543.1452332	[[305, 279, 38, 38], [359, 274, 36, 36]]
1670855543.1794176	[[392, 11, 25, 25], [305, 276, 38, 38], [357, 269, 39, 39]]
1670855543.211407	[[306, 276, 35, 35], [269, 8, 31, 31], [358, 269, 38, 38]]
1670855543.2587314	[[310, 283, 25, 25], [303, 270, 43, 43], [358, 268, 36, 36]]
